번호,주택유형,공고명,지역,공고게시일,마감일,공고상태
58661724.0,공공임대,부천옥길B1 10년 분양전환공공임대주택 예비입주자모집공고,경기도,2024.09.09,2024.09.24,접수마감
58633982.0,공공임대,화성향남2 B19블록 10년 공공임대주택(리츠) 예비입주자 모집공고,경기도,2024.09.09,2024.09.24,접수마감
58670605.0,행복주택,[정정공고][세대원수별면적제한완화] 인천시 중부권 행복주택 예비입주자 모집 공고,인천광역시,2024.09.09,2024.09.20,접수마감
58645726.0,행복주택,세종조치원역 1블록 행복주택(일자리연계형 지원주택) 추가입주자모집 공고,세종특별자치시,2024.09.09,2024.09.23,접수마감
58525662.0,공공임대,문산당동1 공공임대50년 예비입주자 모집공고,경기도,2024.09.09,2024.09.26,접수마감
58676107.0,국민임대,[정정공고][세대원수별면적제한완화] 인천시 중부권 국민임대주택 예비입주자 모집공고,인천광역시,2024.09.06,2024.09.24,접수마감
58638311.0,영구임대,수원시 영구임대주택 예비입주자 모집공고(2024. 9. 6.),경기도,2024.09.06,2024.09.27,접수마감
58622290.0,행복주택,"양주시, 동두천시 행복주택 입주자격완화 입주자 추가모집[소득 및 자산요건배제, 무주택요건완화, 전용면적 제한 완화]",경기도,2024.09.06,2024.09.25,접수마감
58622291.0,행복주택,"양주시, 동두천시 행복주택 입주자격완화 입주자 추가모집[소득 및 자산요건배제, 무주택요건완화, 전용면적 제한 완화]",경기도,2024.09.06,2024.09.25,접수마감
58622294.0,행복주택,"양주시, 동두천시 행복주택 입주자격완화 입주자 추가모집[소득 및 자산요건배제, 무주택요건완화, 전용면적 제한 완화]",경기도,2024.09.06,2024.09.25,접수마감
58622295.0,행복주택,"양주시, 동두천시 행복주택 입주자격완화 입주자 추가모집[소득 및 자산요건배제, 무주택요건완화, 전용면적 제한 완화]",경기도,2024.09.06,2024.09.25,접수마감
58683137.0,행복주택,"양주시, 동두천시 행복주택 입주자격완화 입주자 추가모집[소득 및 자산요건배제, 무주택요건완화, 전용면적 제한 완화]",경기도,2024.09.06,2024.09.25,접수마감
58645667.0,국민임대,2024년 9월 고양시 지역 국민임대주택 예비입주자 모집공고(면적기준 완화),경기도,2024.09.05,2024.09.27,접수마감
58620226.0,행복주택,평택시 지역 행복주택 예비입주자 모집공고(2024.09.05),경기도,2024.09.05,2024.09.26,접수마감
58681050.0,행복주택,파주시 행복주택 면적완화 예비입주자 모집공고('24.9.5),경기도,2024.09.05,2024.09.25,접수마감
58611121.0,행복주택,[세대원수별면적제한완화] 인천시 중부권 행복주택 예비입주자 모집 공고,인천광역시,2024.09.05,2024.09.20,접수마감
58613903.0,국민임대,인천시 [북부권]지역 국민임대주택 예비입주자 모집공고('24.09.05.),인천광역시,2024.09.05,2024.09.24,접수마감
58610922.0,국민임대,[세대원수별면적제한완화] 인천시 중부권 국민임대주택 예비입주자 모집공고,인천광역시,2024.09.05,2024.09.24,접수마감
58564187.0,국민임대,평택시.안성시 지역 국민임대 예비입주자 모집공고(2024.09.05),경기도,2024.09.05,2024.09.25,접수마감
58641108.0,국민임대,용인마평 국민임대주택 예비입주자 모집(2024.09.05.공고분),경기도,2024.09.05,2024.09.26,접수마감
58632384.0,공공임대,"충북[청주,진천] 10년 공공임대주택 예비입주자 모집공고",충청북도,2024.09.05,2024.09.20,접수마감
58597480.0,공공임대,대구금호6 및 연경숲 10년 공공임대주택리츠 예비입주자 모집 공고,대구광역시,2024.09.05,2024.09.20,접수마감
58641100.0,국민임대,평택안중2단지 국민임대 예비입주자 모집,경기도,2024.09.05,2024.09.26,접수마감
58599392.0,국민임대,24년 9월 인천시(남부권)국민임대주택 예비입주자 모집 공고(2024.9.5),인천광역시,2024.09.05,2024.09.24,접수마감
58636171.0,국민임대,인천도림1단지 국민임대주택 통합정례 예비입주자 모집공고,인천광역시,2024.09.05,2024.09.25,접수마감
58665840.0,국민임대,[정정공고]연천전곡1단지 국민임대주택 예비입주자모집 공고,경기도,2024.09.05,2024.09.26,접수마감
58619880.0,국민임대,포천송우4단지 국민임대주택 예비입주자 모집공고(2024.09.05.),경기도,2024.09.05,2024.09.24,접수마감
58661182.0,국민임대,익산한스빌 국민임대주택 예비입주자 완화 모집공고,전북특별자치도,2024.09.05,2024.09.26,접수마감
58609799.0,국민임대,김포지역 국민임대주택 예비입주자 모집 공고,경기도,2024.09.05,2024.09.26,접수마감
58602351.0,국민임대,남양주마석2단지 국민임주택 예비입주자모집 공고,경기도,2024.09.05,2024.09.27,접수마감
58628952.0,국민임대,파주시 문산지역 국민임대 예비입주자 모집공고,경기도,2024.09.05,2024.09.26,접수마감
58640802.0,국민임대,연천전곡1단지 국민임대주택 예비입주자모집 공고,경기도,2024.09.05,2024.09.26,접수마감
58660164.0,국민임대,하남풍산3 국민임대 예비입주자 모집 공고,경기도,2024.09.05,2024.09.25,접수마감
58606460.0,국민임대,양산사송 A-4BL 국민임대주택 입주자격완화·선계약후검증 입주자 추가모집(상시모집),경상남도,2024.09.03,2024.12.31,공고중
58599928.0,공공임대,[정정공고]의정부지역 10년 공공임대주택 예비입주자모집 공고,경기도,2024.09.03,2024.09.11,접수마감
58596047.0,행복주택,[정정공고]동대구벤처 창업지원주택 예비입주자 모집공고,대구광역시,2024.09.03,2024.09.04,접수마감
58531760.0,영구임대,광주하남1 영구임대주택 예비입주자 모집공고(공고일 : 2024.09.03),광주광역시,2024.09.03,2024.09.25,접수마감
58540126.0,영구임대,광주각화 영구임대주택 예비입주자 모집 공고(공고일: 2024.09.03.),광주광역시,2024.09.03,2024.09.25,접수마감
58586437.0,행복주택,"[정정공고]천안아산지역 대학생,청년 행복주택 자격완화 입주자 모집(2024.08.30)",충청남도,2024.09.02,2024.09.11,접수마감
58728915.0,국민임대,태백청솔 국민임대 예비입주자 모집(24.9.2),강원특별자치도,2024.09.02,2024.09.13,접수마감
58566400.0,행복주택,전남곡성 행복주택 입주자격완화 추가 모집,전라남도,2024.09.02,2024.09.23,접수마감
58522604.0,국민임대,청주시 및 진천군 국민임대주택 자격완화 예비입주자 모집 공고(2024.08.30),충청북도,2024.08.30,2024.09.12,접수마감
58494301.0,통합공공임대,서귀포 대정 통합공공임대주택 입주자모집,제주특별자치도,2024.08.30,2024.09.12,접수마감
58564986.0,행복주택,"천안아산지역 대학생,청년 행복주택 자격완화 입주자 모집(2024.08.30)",충청남도,2024.08.30,2024.09.11,접수마감
58562561.0,영구임대,석문국가산업단지A-4BL 영구임대 입주자격완화 추가모집('24.08.30),충청남도,2024.08.30,2024.09.11,접수마감
58552739.0,영구임대,경주안강 고령자복지주택(영구임대) 입주자 추가 모집,경상북도,2024.08.30,2024.09.13,접수마감
58544226.0,국민임대,원주무실5 국민임대주택 예비입주자 상시모집,강원특별자치도,2024.08.30,2024.09.13,접수마감
58556385.0,행복주택,인천검단 AA9블록 행복주택 36형(신혼부부·한부모가족) 예비입주자 완화모집공고(2024.08.30),인천광역시,2024.08.30,2024.09.11,접수마감
58546874.0,공공임대,의정부지역 10년 공공임대주택 예비입주자모집 공고,경기도,2024.08.30,2024.09.11,접수마감
58539987.0,공공임대,[정정공고]구리갈매 S1블록 10년 공공임대주택 예비입주자 모집 공고,경기도,2024.08.29,2024.09.06,접수마감
58534313.0,행복주택,(세종)행정중심복합도시 6-3M중1블록 행복주택 입주자 모집공고,세종특별자치시,2024.08.29,2024.09.12,접수마감
58351071.0,국민임대,전북장수 국민임대주택 입주자 추가모집,전북특별자치도,2024.08.28,2024.09.27,접수마감
58351062.0,국민임대,전북장수 국민임대주택 입주자 추가모집,전북특별자치도,2024.08.28,2024.09.27,접수마감
58535014.0,국민임대,"[정정공고][경남 양산시] 평산 한일유앤아이 국민임대주택 입주자 모집 공고(입주자격 완화, 계약금 50만원)",경상남도,2024.08.28,2024.09.09,접수마감
58506970.0,영구임대,2024년 대구광역시 영구임대주택 예비입주자 모집,대구광역시,2024.08.27,2024.09.13,접수마감
58463437.0,공공임대,구리갈매 S1블록 10년 공공임대주택 예비입주자 모집 공고,경기도,2024.08.27,2024.09.06,접수마감
58492895.0,공공임대,[정정공고]부산 고촌3단지 10년 공공임대주택 예비입주자 모집공고,부산광역시,2024.08.26,2024.09.03,접수마감
58495278.0,행복주택,"광주첨단 H-1,2,3BL 행복주택 예비입주자 모집(2024.08.26)",광주광역시,2024.08.26,2024.09.06,접수마감
58445147.0,공공임대,익산어양4 단지 50년공공임대주택 예비입주자 모집,전북특별자치도,2024.08.26,2024.09.11,접수마감
58464212.0,공공임대,성남지역 5년/10년/10년(분납) 공공임대주택 예비입주자 모집공고(2024.08.23),경기도,2024.08.23,2024.09.03,접수마감
58562706.0,국민임대,"순창권 국민임대주택 입주자 모집(선착순 동호지정, 선계약후검증)",전북특별자치도,2024.08.23,2024.09.06,접수마감
58466323.0,국민임대,"[정정공고][정정]정읍신태인 국민임대주택 입주자 모집(선착순 동호지정, 선계약후검증)",전북특별자치도,2024.08.23,2024.08.27,접수마감
58451986.0,국민임대,"[경남 양산시] 평산 한일유앤아이 국민임대주택 입주자 모집 공고(입주자격 완화, 계약금 50만원)",경상남도,2024.08.23,2024.09.09,접수마감
58495687.0,영구임대,인천서창1단지 영구임대주택 예비입주자 모집 공고,인천광역시,2024.08.23,2024.09.11,접수마감
58457695.0,국민임대,[정정공고]음성군 지역 국민임대주택 자격완화 예비입주자 모집공고(2024.08.16),충청북도,2024.08.23,2024.08.29,접수마감
58429761.0,국민임대,울릉군 지역 국민임대주택 예비입주자 모집(남서),경상북도,2024.08.23,2024.09.04,접수마감
58428488.0,행복주택,(입주자격 완화)부천도당 A1블록 행복주택 입주자 추가모집(1차) 공고('24. 8. 22.),경기도,2024.08.22,2024.09.04,접수마감
58425953.0,공공임대,대구옥포 천년나무 3단지 10년 공공임대주택 입주자 상시모집공고,대구광역시,2024.08.22,2024.12.20,공고중
58436239.0,영구임대,장성수산 영구임대주택 입주자격완화 예비입주자 모집(2024.08.22),전라남도,2024.08.22,2024.09.10,접수마감
58400094.0,공공임대,김해진영2 B5블록(센텀큐브) 10년 공공임대주택리츠 예비입주자 모집 공고,경상남도,2024.08.22,2024.09.03,접수마감
58434329.0,국민임대,[정정공고]진천광혜원2 국민임대주택 입주자격완화 모집,충청북도,2024.08.21,2024.08.26,접수마감
58781001.0,행복주택,대전도안3(대전도안3H1) 행복주택 예비입주자 모집 공고(2024.08.21),대전광역시,2024.08.21,2024.09.03,접수마감
58425776.0,행복주택,인천검단 AA9블록 행복주택 14형 입주자격완화 예비입주자모집(2024.08.21),인천광역시,2024.08.21,2024.09.03,접수마감
58377699.0,영구임대,아산지역 영구임대주택 예비입주자 모집공고(2024.08.21공고),충청남도,2024.08.21,2024.09.04,접수마감
58420319.0,행복주택,[정정공고]영암학산1 행복주택 입주자 및 예비입주자 입주자격완화 모집공고,전라남도,2024.08.20,2024.08.27,접수마감
58340898.0,공공임대,부산 고촌3단지 10년 공공임대주택 예비입주자 모집공고,부산광역시,2024.08.20,2024.09.03,접수마감
58414334.0,국민임대,[정정공고]영암학산1 국민임대주택 입주자 및 예비입주자 입주자격완화 모집공고,전라남도,2024.08.20,2024.08.27,접수마감
58411359.0,공공임대,[정정공고]평택소사벌B-5블록 10년 분양전환 공공임대주택 예비입주자 모집공고(2024.8.16),경기도,2024.08.20,2024.08.29,접수마감
58335833.0,영구임대,양산사송 A-5블록 영구임대 예비입주자 완화모집,경상남도,2024.08.19,2024.09.03,접수마감
58381015.0,행복주택,"광주효천3,효천7,진월8 행복주택 입주자격완화 예비입주자 모집(2024.08.19. 공고)",광주광역시,2024.08.19,2024.08.27,접수마감
58392259.0,영구임대,정읍수성1 영구임대주택 예비입주자 모집공고(2024.08.19),전북특별자치도,2024.08.19,2024.12.31,공고중
58346964.0,국민임대,"칠곡왜관4단지 국민임대주택  예비입주자 자격완화 모집공고(46,51형)",경상북도,2024.08.19,2024.08.29,접수마감
58322915.0,국민임대,옥천장야2 국민임대 예비입주자 모집 공고,충청북도,2024.08.19,2024.08.30,접수마감
58386561.0,국민임대,증평군지역 국민임대주택 자격완화 예비입주자 모집 공고_24.08.16,충청북도,2024.08.19,2024.08.28,접수마감
58458666.0,국민임대,음성군 지역 국민임대주택 자격완화 예비입주자 모집공고(2024.08.16),충청북도,2024.08.16,2024.08.29,접수마감
